OBJECTID,NAME,ADDRESS,FEAT_TYPE,SUB_TYPE,VANITY_NAME,SECONDARY_NAME,BLDG,PARENT_NAME,PARENT_TYPE,ACREAGE,PARENT_ACREAGE,Shape__Area,Shape__Length
1004,House of Prayer,2300 N 10TH ST,House of Worship,,,,Y,,,0.04917431,2839.62372184,2142.02447509766,193.845046097731
1005,Holy Ghost Byzantine Catholic Church,2300 S 24TH ST,House of Worship,,,,Y,,,0.46358737,2839.62372184,20193.7847900391,1178.05603181338
1006,Haven Peniel United Methodist Church,2301-09 W OXFORD ST,House of Worship,,,,Y,,,0.19808104,2839.62372184,8628.37561035156,399.954995060181
1007,Temple Northeastern Ambulatory Hospital,2301 E ALLEGHENY AVE,Hospital,,,,Y,,,1.86063157,2839.62372184,81048.7833251953,3061.87521971707
1008,PECO Energy,2301 MARKET ST,Building,,,,Y,,,1.97719041,2839.62372184,86126.0693359375,1472.32980952649
1009,Fire Engine 60/Ladder 19,2301 S 24TH ST,Fire Station,Police Station,,Police 1st District,Y,,,0.45568477,2839.62372184,19849.5493164063,628.151045972381
1010,Police 1st District,2301 S 24TH ST,Police Station,,,,Y,,,0.01659512,2839.62372184,722.880615234375,157.469685253687
1011,Thomas Jefferson University Hospitals Methodist,2301 S BROAD ST,Hospital,,,,Y,,,3.40172266,2839.62372184,148178.477966309,4594.89616806323
1012,Johnes Memorial Baptist Church,2308-14 N 20TH ST,House of Worship,,,,Y,,,0.12251219,2839.62372184,5336.60968017578,304.660771436116
1013,Circle of Hope,2309-13 N BROAD ST,House of Worship,,Philadelphia Electric Company,,Y,Circle of Hope,House of Worship,0.1931894,0.28237306,8415.29681396484,441.343423920346
1014,Feltonville Recreation Center,231-37 E WYOMING AVE,Playground,,,,Y,Feltonville Recreation Center,Playground,0.16014412,3.28014778,6975.84985351563,346.487415380342
1015,Feltonville Recreational Center Building,231-37 E WYOMING AVE,Playground,,,,Y,Feltonville Recreation Center,Park,0.27858481,3.28014778,12135.1059570313,457.103407128612
1016,Library Branch - Wyoming,231-37 E WYOMING AVE,Library,,,,Y,Feltonville Recreation Center,Playground,0.14230502,3.28014778,6198.78192138672,380.397223615477
1017,Iglesia De Jesucristo palabra Miel,231 E ALLEGHENY AVE,House of Worship,,,,Y,,,0.17287954,2839.62372184,7530.60266113281,471.952266322151
1018,Sacred Heart School,231 REED ST,School,,,,Y,,,0.144338,2839.62372184,6287.33813476563,366.095047166627
1019,Highway Temple of Love,2311-17 N 16TH ST,House of Worship,,,,Y,,,0.12869338,2839.62372184,5605.86126708984,318.670031308716
1020,Stepping Stones Learning Academy,2329-35 RIDGE AVE,School,Learning Center,,,Y,,,0.15819842,2839.62372184,6891.09533691406,338.034478720435
1021,Christian Fellowship Church,2331-37 W CLEARFIELD ST,House of Worship,,,,Y,,,0.11960909,2839.62372184,5210.15093994141,296.48003925117
1022,Pentecostal House of Prayer,2334-36 N 9TH ST,House of Worship,,,,Y,,,0.08500908,2839.62372184,3702.98059082031,337.690365389133
1023,Frederick Douglass Mastery Elementary School,2118-34 W NORRIS ST,School,,,,Y,,,0.72845458,2839.62372184,31731.3544311523,1110.58926681012
1024,Knowledge Tree Child Development Center,2118 N VAN PELT ST,School,Day Care,,,Y,,,0.05979695,2839.62372184,2604.7451171875,222.645997761067
1025,Greene Towne School Inc Kindergarten,2119-21 ARCH ST,School,Kindergarten,,,Y,,,0.08861788,2839.62372184,3860.17956542969,293.841977558657
1026,Littles Temple United Holy Church,2003 N 22ND ST,House of Worship,,,,Y,,,0.11277485,2839.62372184,4912.45257568359,359.716196641106
1027,Blair Christian Academy & PreSchool,212-20 W UPSAL ST,School,,,,Y,,,0.37018451,2839.62372184,16125.1729736328,1041.80746664159
1028,The Grace of God Church,2511 COLLINS ST,House of Worship,,,,Y,,,0.23165827,2839.62372184,10090.9939575195,528.204162950395
1029,Norris Square Senior Citizens Center,2121-37 N HOWARD ST,Senior Care,Retirement Home,,,Y,,,0.29238331,2839.62372184,12736.1660766602,595.023634547082
1030,First Unitarian Church of Philadelphia,2121 CHESTNUT ST,House of Worship,,,,Y,,,0.25621582,2839.62372184,11160.7163085938,567.725185137795
1031,Greater St Luke's Church,2124-34 W OXFORD ST,House of Worship,,,,Y,,,0.08049202,2839.62372184,3506.21838378906,243.265738185876
1032,The House of Prayer for All People,2125-33 CHELTEN AVE,House of Worship,,,,Y,,,0.12833429,2839.62372184,5590.21948242188,383.018442246623
1033,Church of the Lord Jesus Christ of the Apostolic Faith,2126 BAINBRIDGE ST,House of Worship,,,,Y,,,0.51351626,2839.62372184,22368.6787109375,698.639408539914
1034,New Central Baptist Church,2127-39 LOMBARD ST,House of Worship,,,,Y,,,0.15405684,2839.62372184,6710.68920898438,334.079250120354
1035,Church of Broken Pieces,2127 72ND AVE,House of Worship,,,,Y,,,0.02421462,2839.62372184,1054.78485107422,154.609224816713
1036,Herron Playground,1322 S 2ND ST,Playground,,,,Y,Herron Playground,Playground,0.04983936,1.11995049,2170.99377441406,213.770878223564
1037,Christian Mission Baptist Church,2131-33 SEYBERT ST,House of Worship,,,,Y,,,0.03183038,2839.62372184,1386.52551269531,191.868654935929
1038,Christ Memorial Baptist Church,2132-34 GERMANTOWN AVE,House of Worship,,,,Y,,,0.15805954,2839.62372184,6885.04614257813,413.028221914668
1039,Cookies Day Care Center,2135-37 S 17TH ST,School,Day Care,,,Y,,,0.03711891,2839.62372184,1616.89306640625,185.524262556762
1040,Church of the Living God,2135-37 S 61ST ST,House of Worship,,,,Y,,,0.25378045,2839.62372184,11054.6321411133,608.467951653041
1041,Faith Fellowship Unity Baptist Church,2524-26 N 27TH ST,House of Worship,,,,Y,,,0.04314754,2839.62372184,1879.49945068359,233.453389198071
1042,El Bethel Pentecostal Church,2524 N 12TH ST,House of Worship,,,,Y,,,0.02098375,2839.62372184,914.048461914063,147.003563862416
1043,Police AID Unit,2525-45 MASTER ST,Police Station,,,,Y,,,1.10377907,2839.62372184,48080.4243164063,1338.61429241674
1044,Campbell Square Park,2525 E ALLEGHENY AVE,Park,,,,Y,Campbell Square Park,Park,0.00464779,2.63058354,202.456848144531,57.6953414053682
1045,Devereux United Methodist Church,2527-35 W ALLEGHENY AVE,House of Worship,,,,Y,,,0.15130545,2839.62372184,6590.83941650391,498.108469881507
1046,True Light Pentecostal Church,2528-32 N 4TH ST,House of Worship,,,,Y,,,0.07811252,2839.62372184,3402.56768798828,258.193389061877
1047,Former Library - Old Widener Branch,2529-33 W LEHIGH AVE,Library,,,,Y,,,0.07034924,2839.62372184,3064.400390625,225.412982902477
1048,Kiddie Garden,237 E GIRARD AVE,School,Day Care,,,Y,,,0.03422512,2839.62372184,1490.84014892578,241.721619646864
1049,Saint John Chrysostom Albanian Orthodox Church,237 N 17TH ST,House of Worship,,,,Y,,,0.11163535,2839.62372184,4862.81640625,306.069487054238
1050,Olney Baptist Church,237 W CHEW AVE,House of Worship,,,,Y,,,0.15677268,2839.62372184,6828.99084472656,348.182829615808
1051,Kumon Math and Reading Center of Philadelphia,238-42 N 22ND ST,School,Learning Center,,,Y,,,0.14154776,2839.62372184,6165.79565429688,366.990312577305
1052,Iglesia Del Barrio,238-44 E CAMBRIA ST,House of Worship,,,,Y,,,0.11702099,2839.62372184,5097.41387939453,324.897909562457
1053,Feltonville Intermediate School,238 E WYOMING AVE,School,,,,Y,,,0.97900874,2839.62372184,42645.4504394531,1209.458992253
1054,William Dick School,2400-56 DIAMOND ST,School,,,,Y,,,0.68531346,2839.62372184,29852.1350097656,1080.66194303837
1055,St John the Evangelist Church,21 S 13TH ST,House of Worship,,,,Y,,,0.33458459,2839.62372184,14574.4464111328,531.492713453272
1056,Germantown Mennonite Church,21 W WASHINGTON LN,House of Worship,,,,Y,,,0.15683989,2839.62372184,6831.91802978516,382.095986428229
1057,Urban Hope Community Church & Center,210-14 E TIOGA ST,House of Worship,,,,Y,,,0.07840216,2839.62372184,3415.18432617188,247.622386646794
1058,Murrell (CTE) Dobbins High School,2100-50 W LEHIGH AVE,School,High School,,,Y,,,1.84953802,2839.62372184,80565.5546264648,1383.01764135328
1059,Bustleton Cottman Shopping Center,2100 BLEIGH AVE,Shopping Center Ground,,,,Y,Bustleton Cottman Shopping Center,Shopping Center Ground,1.97057837,10.20519494,85838.0504150391,1993.00615271168
1060,Bustleton Cottman Shopping Center,2101-41 COTTMAN AVE,Shopping Center Ground,,,,Y,Bustleton Cottman Shopping Center,Shopping Center Ground,1.98651289,10.20519494,86532.155456543,1324.02496782589
1061,Mount Sinai Holy Church of America,2100 CATHARINE ST,House of Worship,,,,Y,,,0.01930863,2839.62372184,841.080810546875,129.798187134275
1062,Heitzman Recreation Center Building,2136 CASTOR AVE,Playground,,,,Y,Heitzman Recreation Center,Park,0.20236114,2.91101428,8814.81585693359,409.028589159325
1063,Girard Academic Music Program,2136 RITNER ST,School,Vocational School,,,Y,,,0.89049997,2839.62372184,38790.0233764648,1190.69732150351
1064,St Michael's Lutheran Church,2139-45 E CUMBERLAND ST,House of Worship,,,,Y,,,0.19747039,2839.62372184,8601.77581787109,450.18451454575
1065,Ritz Five,214-20 WALNUT ST,Theatre,,,,Y,,,0.31235148,2839.62372184,13605.9758911133,474.355904260181
1066,John Gloucester House,2140-44 FEDERAL ST,School,Learning Center,,,Y,,,0.12297798,2839.62372184,5356.89935302734,344.738294382378
1067,Horatio B. Hackett Elementary School,2143-75 E YORK ST,School,Elementary School,,,Y,,,0.85368705,2839.62372184,37186.4592285156,888.420929886139
1068,United Fellowship Church of God,2145-55 CHELTEN AVE,House of Worship,,,,Y,,,0.21464927,2839.62372184,9350.08465576172,583.837845024642
1069,Iglesia Menonita Arca De Salvacion,2147-51 N HOWARD ST,House of Worship,,,,Y,,,0.11208452,2839.62372184,4882.38220214844,405.1449057464
1070,St Matthew's AME Church,215-23 N 57TH ST,House of Worship,,,,Y,,,0.30009578,2839.62372184,13072.1189575195,657.71376699772
1071,"Black, Coyle & Mcbride Playground Building",2150-72 E HUNTINGDON ST,Playground,,,,Y,"Black, Coyle & Mcbride Playground",Park,0.02736243,0.89537066,1191.90264892578,138.463855887424
1072,Fresenius Kidney Care Olney,2154-58 STENTON AVE,Health Center,,,,Y,,,0.28977287,2839.62372184,12622.4559326172,513.365872042858
1073,St Mark Baptist Church,2154 N 19TH ST,House of Worship,,,,Y,,,0.02469266,2839.62372184,1075.60827636719,171.226502859509
1074,Gibson Temple Baptist Church,2159-63 N 28TH ST,House of Worship,,,,Y,,,0.13394859,2839.62372184,5834.77722167969,309.52457361392
1075,House of Prayer,2160-62 N VAN PELT ST,House of Worship,,,,Y,,,0.05985624,2839.62372184,2607.32739257813,229.210542486807
1076,Congreso de Latinos Unidos,216 W SOMERSET ST,Community Center,,,,Y,,,0.20581111,2839.62372184,8965.09606933594,537.981171384659
1077,Chinese Gospel Church,218-22 N 12TH ST,House of Worship,,,,Y,,,0.11453068,2839.62372184,4988.93627929688,290.978190380381
1078,Haines Street Baptist Church,218 E HAINES ST,House of Worship,,,,Y,,,0.10668745,2839.62372184,4647.28686523438,418.712571883144
1079,Christ Baptist Church,218 N 62ND ST,House of Worship,,,,Y,Christ Baptist Church,House of Worship,0.04593699,0.35775558,2001.00708007813,219.162290184902
1080,Athenaeum of Philadelphia,219-21 S 6TH ST,Library,,,,Y,,,0.20869691,2839.62372184,9090.80181884766,569.875928916707
1081,Redeemer Tabernacle Baptist Church,219 N 52ND ST,House of Worship,,,,Y,,,0.03021833,2839.62372184,1316.30517578125,190.827919566777
1082,Christ Church,22-34 N 2ND ST,House of Worship,,,,Y,Independence National Historical Park,Park,0.15505003,30.9116561,6753.95233154297,377.226281591024
1083,United Plaza,22-34 S 17TH ST,Building,,,,Y,,,0.76139904,2839.62372184,33166.4094238281,756.3173425607
1084,23rd Street Armory,22-42 S 23RD ST,Historic Landmark,,,,Y,,,0.54204909,2839.62372184,23611.5637207031,714.614696809157
1085,St Paul's Episcopal Church,22 E CHESTNUT HILL AVE,House of Worship,,,,Y,,,0.55448917,2839.62372184,24153.4515991211,1097.43701163601
1086,School of Culinary Arts,2300-12 MARKET ST,School,Vocational School,,,Y,,,0.31415943,2839.62372184,13684.7300415039,469.246630583003
1087,Cibotti Recreation Center Building,2500 S 77TH ST,Playground,,,,Y,Eastwick Regional Park Playground,Park,0.08306191,26.46435631,3618.16229248047,245.152504316019
1088,Eastwick Regional Park Playground,2500 S 77TH ST,Playground,,,,Y,Eastwick Regional Park Playground,Playground,0.12770839,26.46435631,5562.95532226563,339.209980974914
1089,Point Breeze Post Office,2500 SNYDER AVE,Post Office,,,,Y,,,1.26103413,2839.62372184,54930.4271850586,1171.22320999073
1090,Museum of Art,2500 SPRING GARDEN ST,Museum,,,,Y,East Fairmount Park,Park,0.24900922,648.92993232,10846.7984008789,422.248315075919
1091,Philadelphia Museum of Art (PMA),2500 SPRING GARDEN ST,Museum,,,,Y,East Fairmount Park,Park,2.7806559,648.92993232,121124.88671875,2746.46783792607
1092,Consolation Baptist Church,2500 WHARTON ST,House of Worship,,,,Y,,,0.44610628,2839.62372184,19432.3119506836,636.017287919524
1093,Schuylkill River Park Community Garden,2500R-06 LOCUST ST,Garden,,,,Y,Schuylkill River Park Community Garden,Garden,0.00567846,0.89569728,247.352966308594,64.5130352439547
1094,Three Jewels Buddhist Temple,2501-15 S MARSHALL ST,House of Worship,,,,Y,,,0.13107598,2839.62372184,5709.64672851563,329.404717419927
1095,Philadelphia Museum of Art Perelman Building,2501-21 FAIRMOUNT AVE,Museum,,,,Y,,,1.05291002,2839.62372184,45864.5767822266,1536.33512787445
1096,Philadelphia School,2501-29 LOMBARD ST,School,,,,Y,,,0.56343061,2839.62372184,24542.9389038086,824.768011418387
1097,Sankofa Freedom Academy Charter School,2501-33 KENSINGTON AVE,School,,,Brightside Academy,Y,Sankofa Freedom Academy Charter School,School,1.77222225,2.00219573,77197.6921386719,1613.72822536864
1098,Hank Gathers YAC Building,2501-59 DIAMOND ST,Sports Complex,Recreation Center,,,Y,Gathers Recreation Center ,Sports Complex,0.24229384,3.70282705,10554.2777099609,546.850020114196
1099,Samuel Recreation Center Building,2501 E TIOGA ST,Playground,,,,Y,Samuel Recreation Center,Park,0.23113363,2.44012823,10068.1408081055,458.45372179089
1100,John H. Taggart School,2501 S 5TH ST,School,,,,Y,,,0.63874603,2839.62372184,27823.6661987305,1264.36122885998
1101,Waterloo Playground,2502-12 N HOWARD ST,Playground,,,,Y,Waterloo Playground,Playground,0.00373622,1.09529148,162.749267578125,56.3013471724981
1102,Waterloo Playground Building,2502-12 N HOWARD ST,Playground,,,,Y,Waterloo Playground,Park,0.03160641,1.09529148,1376.76977539063,151.28927129088
1103,Peirce Middle School,2400 CHRISTIAN ST,School,Middle School,,,Y,,,0.36773177,2839.62372184,16018.3316650391,762.565708744322
1104,Fotteral Square,2400 N 11TH ST,Park,,,,Y,Fotteral Square,Park,0.00284583,5.07273892,123.963745117188,44.8923468819973
1105,Samuel Gompers Elementary School,2400 N 57TH ST,School,,,,Y,,,1.28706884,2839.62372184,56064.4945678711,2116.32332359083
1106,William Hunter School,2400 N FRONT ST,School,Elementary School,,,Y,,,1.14061904,2839.62372184,49685.1666870117,1634.48379710146
1107,St Nicholas Church,2400 POPLAR ST,House of Worship,,,,Y,,,0.08822982,2839.62372184,3843.27581787109,277.469876496962
1108,Masjid Ahlus-Sunnah Wal-Jammah,2400 S 63RD ST,House of Worship,,,,Y,,,0.1534608,2839.62372184,6684.72583007813,343.307854029199
1109,Preah Buddha Rangsey Temple,2400 S 6TH ST,House of Worship,,,,Y,,,0.04599265,2839.62372184,2003.43194580078,230.180989293106
1110,The Shops at Aramingo,2400 WHEATSHEAF LN,Shopping Center Ground,,,,Y,The Shops at Aramingo,Shopping Center Ground,1.74230964,4.51521595,75894.704284668,1859.74320355739
1111,Faith Emanuel Baptist Church,2401-11 N 29TH ST,House of Worship,,,,Y,,,0.15451316,2839.62372184,6730.56634521484,376.980003948013
1112,Foster Memorial Baptist Church,2401-13 N 18TH ST,House of Worship,,,,Y,,,0.17477355,2839.62372184,7613.10552978516,368.348509744237
1113,Highway Temple of Deliverance,2401-25 N 8TH ST,House of Worship,,,,Y,,,0.3714789,2839.62372184,16181.555847168,784.421000263509
1114,Inglesia de Dios Pentecostal,2402-04 GERMANTOWN AVE,House of Worship,,,,Y,,,0.09381899,2839.62372184,4086.73883056641,305.01194758293
1115,KIPP Philadelphia Elementary Academy (Annex),2409 W WESTMORELAND ST,School,Elementary School,,,Y,,,0.43349262,2839.62372184,18882.8628540039,875.030925966299
1116,St Martin de Porres School,2300-36 W LEHIGH AVE,School,,,,Y,,,0.44427531,2839.62372184,19352.5554199219,676.804813903775
1117,Redeem Baptist Church,2339-41 N 31ST ST,House of Worship,,,,Y,,,0.06994002,2839.62372184,3046.57482910156,237.066184562948
1118,St. Stanislaus Church,234-44 FITZWATER ST,House of Worship,,,,Y,,,0.14855382,2839.62372184,6470.97869873047,348.380211046042
1119,St. Stanislaus School,246 FITZWATER ST,School,,,,Y,,,0.19455948,2839.62372184,8474.97637939453,598.574355162462
1120,Victory Christian Pre-School,2341-43 RIDGE AVE,School,Preschool,,,Y,,,0.09860169,2839.62372184,4295.07232666016,295.3413374891
1121,El Mesias United Methodist Church,2344-46 N 5TH ST,House of Worship,,,,Y,,,0.0574687,2839.62372184,2503.32659912109,228.986843274969
1122,Church of the Living Word,2345-49 E SUSQUEHANNA AVE,House of Worship,,,,Y,,,0.08404103,2839.62372184,3660.81274414063,283.669762764597
1123,Emmanuel United Methodist Church,2346-60 N 17TH ST,House of Worship,,,,Y,,,0.19685761,2839.62372184,8575.08325195313,404.994344939431
1124,Buddhist Temple,2353-55 S MARSHALL ST,House of Worship,,,,Y,,,0.03718349,2839.62372184,1619.70623779297,171.688782861452
1125,Beacon Presbyterian Church,2356-64 E CUMBERLAND ST,House of Worship,,,,Y,,,0.10487627,2839.62372184,4568.39202880859,308.662091615627
1126,People's Mission Church,2354 WILDER ST,House of Worship,,,,Y,,,0.03199036,2839.62372184,1393.49450683594,154.73452913687
1127,Loyal Baptist Church,236-40 N 60TH ST,House of Worship,,,,Y,,,0.15517585,2839.62372184,6759.43280029297,359.880953320355
1128,Fire Administration Building,236-48 SPRING GARDEN ST,Municipal Building,,,,Y,,,0.4093301,2839.62372184,17830.3477783203,594.200604373134
1129,City Kids Kindergarten,2311 S 13TH ST,School,Kindergarten,,,Y,,,0.08678278,2839.62372184,3780.24273681641,246.866011017374
1130,Firm Hope Baptist Church,2313-17 E AUBURN ST,House of Worship,,,,Y,,,0.07242772,2839.62372184,3154.93920898438,251.513778965002
1131,New Joy Missionary Baptist Church,2314-16 W ALLEGHENY AVE,House of Worship,,,,Y,,,0.1690406,2839.62372184,7363.37927246094,552.221488054767
1132,Cassiano Playground,2301-17 N 4TH ST,Playground,,,,Y,Cassiano Playground,Playground,0.00353576,0.00353576,154.017028808594,54.7562861560611
1133,Vision of Missions,2319-25 N 11TH ST,House of Worship,,,,Y,,,0.24228319,2839.62372184,10553.8138427734,496.998207576205
1134,Library Branch - Cecil B. Moore,2320-34 CECIL B MOORE AVE,Library,,,,Y,,,0.16647964,2839.62372184,7251.82397460938,388.740903954105
1135,John Welsh Elementary School,2331-57 N 4TH ST,School,Elementary School,,,Y,,,0.58181791,2839.62372184,25343.88671875,905.091825840002
1136,St. Valentine's Polish Natl. Catholic Church,2326-28 MARGARET ST,House of Worship,,,,Y,,,0.14316365,2839.62372184,6236.18371582031,379.624117838704
1137,Redeem Holy Church-The Living,2326-28 RIDGE AVE,House of Worship,,,,Y,,,0.04916272,2839.62372184,2141.51953125,209.685404758311
1138,Morning Star Church of God,2326 N 31ST ST,House of Worship,,,,Y,,,0.02676315,2839.62372184,1165.79846191406,173.086657365801
1139,Cross Roads Missionary Baptist Church,2223 W ALLEGHENY AVE,House of Worship,,,,Y,,,0.05622285,2839.62372184,2449.05767822266,201.768554675174
1140,Former Church,2225-27 MASTER ST,House of Worship,,,,Y,,,0.06808003,2839.62372184,2965.55432128906,244.877243962567
1141,Francis Scott Key Elementary School,2226-50 S 8TH ST,School,Elementary School,,,Y,,,0.38047518,2839.62372184,16573.4326782227,791.908166931935
1142,Rhawnhurst Baptist Church,2226 RHAWN ST,House of Worship,,,,Y,,,0.05975317,2839.62372184,2602.83770751953,250.460803885522
1143,New Testament Church of God,2227 BRYN MAWR AVE,House of Worship,,,,Y,,,0.12668384,2839.62372184,5518.32580566406,339.097596185382
1144,Philadelphia Montessori Charter School,2227 ISLAND AVE,School,Charter School,,,Y,,,0.19704222,2839.62372184,8583.125,515.480829053938
1145,Dauphin Street Baptist Church,2229-31 N 29TH ST,House of Worship,,,,Y,,,0.1285206,2839.62372184,5598.33459472656,355.782271414431
1146,Saint Elizabeths School,2239-47 W MONTGOMERY AVE,School,,,,Y,,,0.39104843,2839.62372184,17034.0015258789,638.937874913391
1147,Holy Light Baptist Church,224-26 S 60TH ST,House of Worship,,,,Y,,,0.04589071,2839.62372184,1998.99157714844,207.109784605776
1148,Former Our Lady of Victory School,224-50 N 54TH ST,School,,,,Y,,,0.16475706,2839.62372184,7176.78863525391,354.07535947932
1149,St Joseph Baptist Church,224-50 N 54TH ST,House of Worship,,,,Y,,,0.40850812,2839.62372184,17794.5425415039,994.619818451607
1150,Holy Temple Church,2240-44 N 29TH ST,House of Worship,,,,Y,,,0.13274385,2839.62372184,5782.29925537109,343.247396211566
1151,Uptown Theater,2240-48 N BROAD ST,Historic Landmark,Abandoned,Uptown,,Y,,,0.35949842,2839.62372184,15659.6885986328,580.128678149831
1152,Health Center 10,2240 COTTMAN AVE,Health Center,,,,Y,,,0.43484612,2839.62372184,18941.8216552734,714.497792397032
1153,Free Library of Philadelphia - Northeast Regional,2230 COTTMAN AVE,Library,,,,Y,,,0.30475956,2839.62372184,13275.2730712891,533.029437956946
1154,Inglesia El Refugio,2242 N 3RD ST,House of Worship,,,,Y,,,0.04271876,2839.62372184,1860.82189941406,201.010906065336
1155,Computer Kidz Christian Academy Pre-school,2243-57 N 20TH ST,School,Preschool,,,Y,,,0.08727279,2839.62372184,3801.58770751953,304.904405631192
1156,Rauch Family Worship Ministries,2247 S 71ST ST,House of Worship,,,,Y,,,0.02961799,2839.62372184,1290.15447998047,180.059837065354
1157,Philadelphia Doll Museum,2253 N BROAD ST,Museum,,,,Y,,,0.06962882,2839.62372184,3033.01916503906,363.423573879945
1158,Evening Light Apostolic Church,2255 GERMANTOWN AVE,House of Worship,,,,Y,,,0.05165732,2839.62372184,2250.18389892578,269.032799463062
1159,Ebenezer Baptist Church,2259-65 N 10TH ST,House of Worship,,,,Y,,,0.14089545,2839.62372184,6137.38140869141,323.576165891623
1160,Big Backyard Pre-K,224 E GOWEN AVE,School,,,,Y,,,0.11968054,2839.62372184,5213.26348876953,444.031985225029
1161,Grace Epiphany Episcopal Church,226 E GOWEN AVE,House of Worship,,,,Y,,,0.28968399,2839.62372184,12618.5842285156,696.918259513804
1162,Disney AME Church,2262 E AUBURN ST,House of Worship,,,,Y,,,0.05701788,2839.62372184,2483.68896484375,213.449290010824
1163,Wynnfield Presbyterian Trinity Church,2265 N 54TH ST,House of Worship,,,,Y,,,0.18848154,2839.62372184,8210.22332763672,632.487650097147
1164,Police 6th District,227-37 N 11TH ST,Police Station,,,,Y,,,0.14118931,2839.62372184,6150.18206787109,506.06845240883
1165,Franklin Towne Charter High School,2275 BRIDGE ST,School,Charter High School,,,Y,,,0.3441747,2839.62372184,14992.1896972656,841.769681462436
1166,Maritime Academy Charter School,2275 BRIDGE ST,School,Charter School,,,Y,,,0.09361355,2839.62372184,4077.78973388672,294.099580129047
1167,Former Walton School,2601-31 N 28TH ST,School,,Rodolph S Walton Public School,,Y,,,0.55779467,2839.62372184,24297.4385986328,1179.15794450965
1168,KIPP DuBois Collegiate (Annex) High School,2601-31 W CUMBERLAND ST,School,High School,,,Y,,,0.94258261,2839.62372184,41058.7282714844,1575.28730697386
1169,Ladder 16,2601 BELGRADE ST,Fire Station,,,,Y,,,0.10326261,2839.62372184,4498.10107421875,295.929165541327
1170,North Philadelphia Station BSL,2601 N BROAD ST,Building,,North Broad Street Station,,Y,,,0.44956478,2839.62372184,19582.9637451172,617.703716258458
1171,Richard Allen Preparatory Middle School,2601 S 58TH ST,School,Middle School,,,Y,,,0.83919761,2839.62372184,36555.3018188477,901.465455517076
1172,Evangelistic United Church,2503 N BROAD ST,House of Worship,,,,Y,,,0.27343732,2839.62372184,11910.8822021484,478.047261287946
1173,Mt Zion Pentecostal Holiness Church,2505 JEFFERSON ST,House of Worship,,,,Y,,,0.02838908,2839.62372184,1236.62335205078,174.184333141871
1174,Juan 316 Assemblies of God,2507-11 N 5TH ST,House of Worship,,,,Y,,,0.11747343,2839.62372184,5117.12237548828,310.368848098786
1175,Pentacostal Church,2508 N FRONT ST,House of Worship,,,,Y,,,0.02825226,2839.62372184,1230.66345214844,173.909149752178
1176,Tabernaculo De Amor,2509 N FRONT ST,House of Worship,,,,Y,,,0.02314301,2839.62372184,1008.10534667969,163.303119980477
1177,Philadelphia Art Alliance,251 S 18TH ST,Museum,,,,Y,,,0.12915528,2839.62372184,5625.9814453125,332.309914687999
1178,White Dove Performing Arts Academy School,2510 RIDGE AVE,School,,,,Y,,,0.01980422,2839.62372184,862.668579101563,150.423372346906
1179,Wes Health System,2514-18 N BROAD ST,Health Center,,,,Y,,,0.31307229,2839.62372184,13637.3744506836,510.562524291616
1180,Love Zion Baptist Church,2513-21 N 23RD ST,House of Worship,,,,Y,,,0.19790082,2839.62372184,8620.525390625,377.443308768871
1181,Henry A. Brown Elementary School,1900 E SERGEANT ST,School,Elementary School,,,Y,,,1.03884278,2839.62372184,45251.8107910156,1402.48277991137
1182,Peniel Baptist Church,2515 JEFFERSON ST,House of Worship,,,,Y,,,0.17279722,2839.62372184,7527.01678466797,354.853036419337
1183,Northwest Independent Baptist Church,2515 N 26TH ST,House of Worship,,,,Y,,,0.02957438,2839.62372184,1288.25469970703,174.57346174958
1184,Bartram Motivation High School,2515 S 78TH ST,School,High School,,,Y,,,1.17072368,2839.62372184,50996.5194091797,1884.30268058701
1185,Penrose School,2515 S 78TH ST,School,,,,Y,,,0.5895561,2839.62372184,25680.9608154297,839.661927738781
1186,New Life of Hope Church,2516-20 W LEHIGH AVE,House of Worship,,,,Y,,,0.11263822,2839.62372184,4906.50152587891,302.795791061949
1187,Rizzo PAL / PAL Headquarters,2518 E CLEARFIELD ST,Social Services,,,,Y,,,0.25497117,2839.62372184,11106.498840332,742.721493372893
1188,North Philadelphia CCIS,2517 GERMANTOWN AVE,School,Day Care,,,Y,,,0.97593728,2839.62372184,42511.6579589844,1432.56520435189
1189,Fire Engine 28,2520 E ONTARIO ST,Fire Station,,,,Y,,,0.15771534,2839.62372184,6870.05255126953,335.859946532524
1190,Greater Righteous Temple Church,2522-24 W DAUPHIN ST,House of Worship,,,,Y,,,0.04298723,2839.62372184,1872.51623535156,203.444678471373
1191,Bethel Temple Community Bible Church,228-34 E ALLEGHENY AVE,House of Worship,,,,Y,,,0.13451281,2839.62372184,5859.35473632813,347.125387768983
1192,Bushfire Theatre of Performing Arts,228-36 S 52ND ST,Theatre,,,,Y,,,0.23774361,2839.62372184,10356.0703735352,552.035378167555
1193,St Philip Neri Church,228 QUEEN ST,House of Worship,,,,Y,,,0.17912852,2839.62372184,7802.80700683594,367.87779645961
1194,Christ Assembly Lutheran Church,229-31 N 63RD ST,House of Worship,,,,Y,,,0.16783894,2839.62372184,7311.03515625,368.953456230498
1195,Sentinel Fellowship Church of God,229-31 W MENTOR ST,House of Worship,,,,Y,,,0.11248119,2839.62372184,4899.66107177734,357.301954063972
