X,Y,OBJECTID,AUN,SCHOOL_NUM,LOCATION_ID,SCHOOL_NAME,SCHOOL_NAME_LABEL,STREET_ADDRESS,ZIP_CODE,PHONE_NUMBER,ACTIVE,GRADE_LEVEL,GRADE_ORG,ENROLLMENT,TYPE,TYPE_SPECIFIC
-75.1589535680948,39.9853056434017,108,126515001,5040,4460,"DUCKREY, TANNER SCHOOL",TANNER G. DUCKREY SCHOOL,1501 W DIAMOND ST,19121,(215) 400-7350,,ELEMENTARY/MIDDLE,K-8,567,1,DISTRICT
-75.1541697395967,39.9794877297917,109,126515001,3687,5250,"DUNBAR, PAUL L. SCHOOL",PAUL L. DUNBAR SCHOOL,1750 N 12TH ST,19122,(215) 400-7410,,ELEMENTARY/MIDDLE,K-8,259,1,DISTRICT
-75.1294424968469,40.0118545100119,110,126515001,3849,5020,"EDISON, THOMAS A. HIGH SCHOOL",THOMAS A. EDISON HIGH SCHOOL,151 W LUZERNE ST,19140,(215) 400-3900,,HIGH SCHOOL,9-12,1077,1,DISTRICT
-75.1709998691682,40.0729612572331,111,126515001,3708,6210,"EDMONDS, FRANKLIN S. SCHOOL",FRANKLIN S. EDMONDS SCHOOL,8025 THOURON AVE,19150,(215) 400-3370,,ELEMENTARY/MIDDLE,K-8,535,1,DISTRICT
-75.1212739993778,39.9970180005438,112,126515001,3688,5260,"ELKIN, LEWIS SCHOOL",LEWIS ELKIN SCHOOL,3199 D ST,19134,(215) 400-7140,,ELEMENTARY SCHOOL,K-4,677,1,DISTRICT
-75.1385380940791,40.0550249498537,113,126515001,3738,7260,ELLWOOD SCHOOL,ELLWOOD SCHOOL,6701 N 13TH ST,19126,(215) 400-3540,,ELEMENTARY SCHOOL,K-5,301,1,DISTRICT
-75.1779057294733,40.0543628902366,114,126515001,3709,6220,"EMLEN, ELEANOR C. SCHOOL",ELEANOR C. EMLEN SCHOOL,6501 CHEW AVE,19119,(215) 400-3470,,ELEMENTARY SCHOOL,K-5,328,1,DISTRICT
-75.1612778907416,39.9834180895182,115,126515001,7023,4030,ENGINEERING & SCIENCE HIGH,HIGH SCHOOL OF ENGINEERING AND SCIENCE,1600 W NORRIS ST,19121,(215) 400-7380,,MIDDLE/HIGH,7-12,907,1,DISTRICT
-75.0524147597251,40.0665716200306,116,126515001,7235,8380,"FARRELL, LOUIS H. SCHOOL",LOUIS H. FARRELL SCHOOL,8300 CASTOR AVE,19152,(215) 400-3230,,ELEMENTARY/MIDDLE,K-8,1184,1,DISTRICT
-75.1631073586769,39.9154511155284,117,126515001,7226,2190,"FELL, D. NEWLIN SCHOOL",D. NEWLIN FELL SCHOOL,900 W OREGON AVE,19148,(215) 400-8260,,ELEMENTARY/MIDDLE,K-8,579,1,DISTRICT
-75.0917070912305,40.0356498559299,118,126515001,3816,7120,"FELS, SAMUEL HIGH SCHOOL",SAMUEL FELS HIGH SCHOOL,5500 LANGDON ST,19124,(215) 400-7100,,HIGH SCHOOL,9-12,951,1,DISTRICT
-75.1216749993245,40.0194369997541,119,126515001,7368,7500,FELTONVILLE ARTS & SCIENCES,FELTONVILLE SCHOOL OF ARTS AND SCIENCES,210 E COURTLAND ST,19120,(215) 400-3810,,MIDDLE SCHOOL,6-8,673,1,DISTRICT
-75.1210256402893,40.0203400203249,120,126515001,3751,7310,FELTONVILLE INTERMEDIATE,FELTONVILLE INTERMEDIATE SCHOOL,238 E WYOMING AVE,19120,(215) 400-3730,,ELEMENTARY SCHOOL,3-5,638,1,DISTRICT
-75.1191760006802,40.0436080000095,121,126515001,3739,7270,"FINLETTER, THOMAS K. SCHOOL",THOMAS K. FINLETTER SCHOOL,6100 N FRONT ST,19120,(215) 400-3750,,ELEMENTARY/MIDDLE,K-8,750,1,DISTRICT
-75.1663373296687,40.026100520364,122,126515001,6913,6230,FITLER ACADEMICS PLUS,FITLER ACADEMICS PLUS SCHOOL,140 W SEYMOUR ST,19144,(215) 400-3610,,ELEMENTARY/MIDDLE,K-8,271,1,DISTRICT
-74.9765290003166,40.0803060002588,123,126515001,3731,8390,"FITZPATRICK, A. L. SCHOOL",A.L. FITZPATRICK SCHOOL,11061 KNIGHTS RD,19154,(215) 400-3060,,ELEMENTARY/MIDDLE,K-8,817,1,DISTRICT
-75.0358909997947,40.0344399997797,124,126515001,3764,8250,"FORREST, EDWIN SCHOOL",EDWIN FORREST SCHOOL,7300 COTTAGE ST,19136,(215) 400-3330,,ELEMENTARY SCHOOL,K-6,1162,1,DISTRICT
-75.0807943215056,40.0748566048441,125,126515001,3765,8260,FOX CHASE SCHOOL,FOX CHASE SCHOOL,500 RHAWN ST,19111,(215) 400-3170,,ELEMENTARY SCHOOL,K-5,528,1,DISTRICT
-75.1586546170628,39.9386082230515,126,,,3369,CHRISTOPHER COLUMBUS CHARTER SCHOOL (ANNEX),CHRISTOPHER COLUMBUS CS (ANNEX),1242 S 13TH ST,19147,(215) 389-3374,O,ELEMENTARY SCHOOL,5-8,,2,CHARTER
-75.1768661232362,39.9665718175349,127,226517652,,,ST FRANCIS XAVIER SCHOOL,ST FRANCIS XAVIER SCHOOL,641-51 N 24TH ST,19130,(215) 763-6564,O,ELEMENTARY/MIDDLE,PREK-8,,3,ARCHDIOCESE
-75.1694325940967,39.9598978583187,128,226512852,,,JOHN W HALLAHAN GIRLS SCHOOL,JOHN W HALLAHAN GIRLS SCHOOL,319 N 19TH ST,19103,(215) 563-8930,O,HIGH SCHOOL,9-12,,3,ARCHDIOCESE
-75.1619641975709,39.9582995394822,129,226515602,,,ROMAN CATHOLIC HIGH SCHOOL,ROMAN CATHOLIC HIGH SCHOOL,303 N BROAD ST,19107,(215) 627-1270,O,HIGH SCHOOL,9-12,,3,ARCHDIOCESE
-75.1549847343803,39.9575498285387,130,226512352,,,HOLY REDEEMER SCHOOL,HOLY REDEEMER SCHOOL,903-27 VINE ST,19107,(215) 922-0999,O,ELEMENTARY/MIDDLE,K-8,,3,ARCHDIOCESE
-75.1447160851647,40.0135207186327,131,226512952,,,LITTLE FLOWER CATHOLIC SCHOOL,LITTLE FLOWER CATHOLIC SCHOOL,1001 W LUZERNE ST,19140,(215) 455-6900,O,HIGH SCHOOL,9-12,,3,ARCHDIOCESE
-75.1016101545592,40.0116962833862,132,226510502,,,ARCHBISHOP RYAN ACADEMY FOR THE DEAF,ARCHBISHOP RYAN SCH HARD OF HEARING CHILDREN,4251 L STREET,19124,(215) 289-4220,O,ELEMENTARY/MIDDLE,K-8,,3,ARCHDIOCESE
-75.138975382081,40.0049121200134,133,226519442,,,ST VERONICA SCHOOL,ST VERONICA SCHOOL,3501-25 N 6TH ST,19140,(215) 225-1575,O,ELEMENTARY/MIDDLE,K-8,,3,ARCHDIOCESE
-75.0933487825484,39.9885891059156,134,226517752,,,ST GEORGE SCHOOL,ST GEORGE SCHOOL,2700 E VENANGO ST,19134,(215) 634-8803,O,ELEMENTARY/MIDDLE,PREK-8,,3,ARCHDIOCESE
-75.1102740466289,39.9814962622654,135,226514252,,,MOTHER DIVINE GRACE SCHOOL,MOTHER DIVINE GRACE SCHOOL,2612 E MONMOUTH ST,19134,(215) 426-7325,O,ELEMENTARY/MIDDLE,PREK-8,,3,ARCHDIOCESE
-74.9859257449239,40.0568090089146,136,226514352,,,NAZARETH ACADEMY GRADE SCHOOL,NAZARETH ACADEMY GRADE SCHOOL,4701 GRANT AVE,19114,(215) 637-7777,O,ELEMENTARY/MIDDLE,1-8,,3,PRIVATE
-74.9876275205726,40.0591431066216,137,226514402,,,NAZARETH ACADEMY HIGH SCHOOL,NAZARETH ACADEMY HIGH SCHOOL,4001 GRANT AVE,19114,(215) 637-7676,O,HIGH SCHOOL,9-12,,3,PRIVATE
-75.1290767126941,39.9787566433093,138,226510512,,,BETHEL BAPTIST ACADEMY,BETHEL BAPTIST ACADEMY,2210 E SUSQUEHANNA AVE,19125,(215) 426-1909,O,ELEMENTARY/MIDDLE/HIGH,PREK-12,,3,PRIVATE
-75.2425202924685,39.9200639465822,139,226511922,,,GREATER HOPE CHRISTIAN ACADEMY,GREATER HOPE CHRISTIAN ACADEMY,7029 WOODLAND AVE,19142,(215) 729-0374,O,ELEMENTARY/MIDDLE/HIGH,PREK-12,,3,PRIVATE
-75.2112907706715,40.0029371586559,140,300513640,,,EASTER SEALS OF SOUTHEASTERN PA - JOSEPH X. YAFFE CENTER,EASTER SEALS OF SE PA - JOSEPH X. YAFFE CENTER,3975 CONSHOHOCKEN AVE,19131,(215) 879-1000,O,SPECIAL CENTER,UNGRADED,,3,PRIVATE
-75.2103633899899,40.0035209118283,141,226510072,,,K W REED CHRISTIAN ACADEMY FOR BOYS,K W REED CHRISTIAN ACADEMY FOR BOYS,3955 CONSHOHOCKEN AVE,19131,(215) 473-3000,O,ELEMENTARY/MIDDLE,K-8,,3,PRIVATE
-75.1853310871776,39.9812717134156,142,326510079,,,COMMUNITY PARTNERSHIP SCHOOL,COMMUNITY PARTNERSHIP SCHOOL,3033 W GLENWOOD AVE,19121,(215) 235-0461,O,ELEMENTARY SCHOOL,PREK-5,,3,PRIVATE
-75.1757029029778,39.9828042678737,143,226510008,,,WHITE DOVE PERFORMING ARTS ACADEMY,WHITE DOVE PERFORMING ARTS ACADEMY,2510 RIDGE AVE,19121,(215) 236-7195,O,ELEMENTARY/MIDDLE/HIGH,PREK-12,,3,PRIVATE
-75.1643553175934,39.973706911764,144,226511802,,,GESU SCHOOL,GESU SCHOOL,1700 W THOMPSON ST,19121,(215) 763-3660,O,ELEMENTARY/MIDDLE,PREK-8,,3,PRIVATE
-75.1605149877255,39.9718434534913,145,226515632,,,PHILADELPHIA ACADEMIC SCHOOL,PHILADELPHIA ACADEMIC SCHOOL,1421 W GIRARD AVE,19130,(215) 477-1040,O,HIGH SCHOOL,12,,3,PRIVATE
-75.1614484813145,39.9745420483066,146,226510062,,,SHILOH CHRISTIAN ACADEMY,SHILOH CHRISTIAN ACADEMY,1516-34 MASTER ST,19121,(215) 763-7335 ,O,ELEMENTARY/MIDDLE,K-8,,3,PRIVATE
-75.2023032086617,39.9734472095492,147,226510055,,,AL MOSHEH SHULE OF POSITIVE ED,AL MOSHEH SHULE OF POSITIVE ED,3922 CAMBRIDGE ST,19104,(215) 765-6462,O,ELEMENTARY/MIDDLE,K-4,,3,PRIVATE
-75.1492684065243,39.9918101231344,148,326510060,,,HOPE PARTNERSHIP FOR EDUCATION,HOPE PARTNERSHIP FOR EDUCATION,2601 N 11TH ST,19133,(215) 232-5410,O,MIDDLE/HIGH,5-8,,3,PRIVATE
-75.1679706725354,39.9637216124698,149,226510024,,,SPRING GARDEN ACADEMY,SPRING GARDEN ACADEMY,1801 SPRING GARDEN ST,19130,(215) 563-9192,O,PRE-SCHOOL,PREK-K,,3,PRIVATE
-75.0282220001821,40.0882879999167,150,126515001,3803,8400,"FRANK, ANNE SCHOOL",ANNE FRANK SCHOOL,2000 BOWLER ST,19115,(215) 400-3070,,ELEMENTARY SCHOOL,K-5,1359,1,DISTRICT
-75.085153299292,40.0216292635812,151,126515001,3850,7010,FRANKFORD HIGH SCHOOL,FRANKFORD HIGH SCHOOL,5000 OXFORD AVE,19124,(215) 400-7200,,HIGH SCHOOL,9-12,902,1,DISTRICT
-75.1627529996906,39.9650489996572,152,126515001,6822,2290,FRANKLIN LEARNING CENTER,FRANKLIN LEARNING CENTER,616 N 15TH ST,19130,(215) 400-7570,,HIGH SCHOOL,9-12,912,1,DISTRICT
-75.1616399993992,39.9635299998603,153,126515001,3851,2010,"FRANKLIN, BENJAMIN HIGH SCHOOL",BENJAMIN FRANKLIN HIGH SCHOOL,550 N BROAD ST,19130,(215) 400-7600,,HIGH SCHOOL,9-12,374,1,DISTRICT
-75.1042930779703,40.0424482429562,154,126515001,7231,7280,"FRANKLIN, BENJAMIN SCHOOL",BENJAMIN FRANKLIN SCHOOL,5735 RISING SUN AVE,19120,(215) 400-3760,,ELEMENTARY/MIDDLE,K-8,795,1,DISTRICT
-75.1505849997142,39.9237619995179,155,126515001,3818,2160,"FURNESS, HORACE HIGH SCHOOL",FURNESS HIGH SCHOOL,1900 S 3RD ST,19148,(215) 400-8300,,HIGH SCHOOL,9-12,717,1,DISTRICT
-75.1807633815337,39.98437491988,156,126515001,3625,4530,"GIDEON, EDWARD SCHOOL",EDWARD GIDEON SCHOOL,2817 W GLENWOOD AVE,19121,(215) 400-7360,,ELEMENTARY/MIDDLE,K-8,224,1,DISTRICT
-75.1829564114473,39.9218315761598,157,126515001,7664,2410,GIRARD ACADEMIC MUSIC PROGRAM,GIRARD ACADEMIC MUSIC PROGRAM,2136 W RITNER ST,19145,(215) 400-8230,,MIDDLE/HIGH,5-12,625,1,DISTRICT
-75.1768104600649,39.9245565246392,158,126515001,3776,2320,"GIRARD, STEPHEN SCHOOL",STEPHEN GIRARD SCHOOL,1800 SNYDER AVE,19145,(215) 400-8180,,ELEMENTARY SCHOOL,K-4,390,1,DISTRICT
-75.1452251593178,40.0387049134426,159,126515001,3843,6050,"GIRLS, PHILA HIGH SCHOOL FOR",PHILADELPHIA HIGH SCHOOL FOR GIRLS,1400 W OLNEY AVE,19141,(215) 400-3700,,HIGH SCHOOL,9-12,766,1,DISTRICT
-75.2381330700406,39.9925549087404,160,126515001,3668,4280,"GOMPERS, SAMUEL SCHOOL",SAMUEL GOMPERS SCHOOL,5701 WYNNEFIELD AVE,19131,(215) 400-7250,,ELEMENTARY/MIDDLE,K-8,289,1,DISTRICT
-75.1675388594517,39.956148479331,161,226511652,,,FRIENDS SELECT SCHOOL,FRIENDS SELECT SCHOOL,3 BENJ FRANKLIN PKY,19103,(215) 561-5900,O,ELEMENTARY/MIDDLE/HIGH,PREK-12,,3,PRIVATE
-75.1753455478035,39.9560986229139,162,300513960,,,GREENE TOWNE SCHOOL INC,GREENE TOWNE SCHOOL INC.,2121 ARCH ST,19103,(215) 563-6368,O,KINDERGARTEN,PREK-K,,3,PRIVATE
-75.211400605039,39.9486024038561,163,300514200,,,HMS SCHOOL FOR CHILDREN W/CEREBRAL PALSY,HMS SCHOOL FOR CHILDREN W/CEREBRAL PALSY,4400 BALTIMORE AVE,19104,(215) 222-2566,O,ELEMENTARY/MIDDLE/HIGH,PREK-12,,3,PRIVATE
-75.181783472823,39.9468888984396,164,226515462,,,PHILADELPHIA SCHOOL,PHILADELPHIA SCHOOL,2501-29 LOMBARD ST,19146,(215) 545-5323,O,ELEMENTARY/MIDDLE,PREK-8,,3,PRIVATE
-75.1580562211964,39.9514322380152,165,,,,FREIRE CHARTER SCHOOL,FREIRE CHARTER SCHOOL,1026 MARKET ST,19107,(267) 670-7499,,MIDDLE SCHOOL,5-8,,2,CHARTER
-75.1663226360723,39.9578909273953,166,,,,PHILADELPHIA PERFORMING ARTS CHARTER SCHOOL,PHILADELPHIA PERFORMING ARTS CHARTER SCHOOL,1600 VINE ST,19102,(267) 428-2224,,MIDDLE/HIGH,5-12,,2,CHARTER
-75.2246184769057,39.9387708002103,167,226511492,,,EVELYN GRAVES CHRISTIAN ACADEMY,EVELYN GRAVES CHRISTIAN ACADEMY,5501 CHESTER AVE,19143,(215) 727-7794,O,ELEMENTARY/MIDDLE/HIGH,PREK-12,,3,PRIVATE
-75.2274197928588,39.9351708375297,168,300512620,,,CORNERSTONE CHRISTIAN ACADEMY,CORNERSTONE CHRISTIAN ACADEMY,1939 S 58TH ST,19143,(215) 724-6858,O,ELEMENTARY/MIDDLE,K-8,,3,PRIVATE
-75.1774991493087,40.0247497631081,169,226511372,,,EAGLES NEST CHRISTIAN SCHOOL,EAGLES NEST CHRISTIAN SCHOOL,501 W KING ST,19144,(215) 298-9508,O,ELEMENTARY/MIDDLE,K-8,,3,PRIVATE
-75.1378072038513,40.0063780319905,170,226511552,,,FAITH TABERNACLE SCHOOL,FAITH TABERNACLE SCHOOL,3611 N RANDOLPH ST,19140,(215) 221-0909,O,ELEMENTARY/MIDDLE/HIGH,1-12,,3,PRIVATE
-75.1762360106768,40.0335546772673,171,,,6955,CAMELOT THERAPEUTIC DAY SCHOOL OF PHILADELPHIA,CAMELOT THERAPEUTIC DAY SCHOOL,5612 GREENE ST,19144,(267) 270-4665,O,UNGRADED,9-12,,1,DISTRICT
-75.2323799200032,39.9921270941663,172,300519410,,,WOODBINE ACADEMY INC,WOODBINE ACADEMY INC,5337 WYNNEFIELD AVE,19131,(215) 878-1141,O,ELEMENTARY SCHOOL,PREK-5,,3,PRIVATE
-75.2313597161899,39.9921146869417,173,226512842,,,JAMESON CHRISTIAN ACADEMY,JAMESON CHRISTIAN ACADEMY,5301 WYNNEFIELD AVE,19131,(215) 477-7777,O,ELEMENTARY/MIDDLE/HIGH,K-12,,3,PRIVATE
-75.1414097136748,39.9738560713576,174,226510132,,,AL-AQSA ISLAMIC SCHOOL,AL-AQSA ISLAMIC SCHOOL,1501-11 GERMANTOWN AVE,19122,215) 765-6660,O,ELEMENTARY/MIDDLE/HIGH,K-12,,3,PRIVATE
-75.1866783868339,40.043993185085,175,226510682,,,BLAIR CHRISTIAN ACADEMY & PRESCHOOL,BLAIR CHRISTIAN ACADEMY & PRESCHOOL,212-20 W UPSAL ST,19119,(215) 438-6557,O,ELEMENTARY/MIDDLE,PREK-8,,3,PRIVATE
-75.0173105580832,40.1297386494539,176,226510732,,,CALVARY CHRISTIAN ACADEMY,CALVARY CHRISTIAN ACADEMY,13500 PHILMONT AVE,19116,(215) 969-1579,O,ELEMENTARY/MIDDLE/HIGH,PREK-12,,3,PRIVATE
-75.1781745570569,39.9756000660835,177,226510932,,,CELESTIAL CHRISTIAN ACADEMY,CELESTIAL CHRISTIAN ACADEMY,2534 W THOMPSON ST,19121,(215) 232-5863,O,ELEMENTARY/MIDDLE,PREK-8,,3,PRIVATE
-75.1419436143303,40.0209588819976,178,226512022,,,HAROLD O DAVIS CHRISTIAN SCHOOL,HAROLD O DAVIS CHRISTIAN SCHOOL,1001 W WINGOHOCKING ST,19140,(267) 368-5102,O,ELEMENTARY/MIDDLE,PREK-5,,3,PRIVATE
-75.1046539368496,40.0366030238388,179,226512732,,,INTERNATIONAL CHRISTIAN HIGH SCHOOL,INTERNATIONAL CHRISTIAN HIGH SCHOOL,5500 TABOR AVE,19120,(267) 900-2000,O,HIGH SCHOOL,9-12,,3,PRIVATE
-75.0391864606707,40.0804452967683,180,300514330,,,POLITZ HEBREW ACADEMY,POLITZ HEBREW ACADEMY,9229 OLD BUSTLETON AVE,19115,(215) 969-5960,O,ELEMENTARY/MIDDLE,K-8,,3,PRIVATE
-75.1390283474899,39.9733439022482,181,226510023,,,LASALLE ACADEMY,LASALLE ACADEMY,1432-36 N 2ND ST,19122,(215) 739-5804,O,ELEMENTARY/MIDDLE,3-8,,3,PRIVATE
-75.2149681180715,39.9711037408358,182,226515392,,,QUBA INSTITUTE OF ARABIC & ISLAMIC STUDIES,QUBA INSTITUTE OF ARABIC & ISLAMIC STUDIES,4637 LANCASTER AVE,19131,(215) 473-8589,O,ELEMENTARY/MIDDLE,PREK-8,,3,PRIVATE
-75.0450512091039,40.0998261861186,183,226515872,,,SHAARE SHAMAYIM-BETH JUDAH KINDERGARTEN,SHAARE SHAMAYIM-BETH JUDAH KINDERGARTEN,9768 VERREE RD,19115,(215) 673-2323,O,PRE-SCHOOL,PREK,,3,PRIVATE
-75.2482643475446,39.9898040890898,184,226519542,,,TALMUDICAL YESHIVA OF PHILADELPHIA,TALMUDICAL YESHIVA OF PHILA,6055-63 DREXEL RD,19131,(215) 477-1000,O,HIGH SCHOOL,9-12,,3,PRIVATE
-75.1680395718684,39.9213015470413,185,226514095,,,CITY KIDS,CITY KIDS,2311 S 13TH ST,19148,(215) 334-7440,O,KINDERGARTEN,PREK-K,,3,PRIVATE
-75.2472179652434,39.9855312303181,186,226510020,,,NEW LIFE ALTERNATIVES CHRISTIAN ACADEMY,NEW LIFE ALTERNATIVES CHRISTIAN ACADEMY,1993-95 N 63RD ST,19151,(215) 877-3440,O,ELEMENTARY SCHOOL,K-4,,3,PRIVATE
-75.0901440171231,40.0548145552878,187,226511642,,,FIRST CENTURY GOSPEL SCHOOL,FIRST CENTURY GOSPEL SCHOOL,6807 RISING SUN AVE,19111,(215) 742-6615,O,ELEMENTARY/MIDDLE/HIGH,1-10,,3,PRIVATE
-75.1402545689717,40.0554647686523,188,226512032,,,HOPE CHURCH SCHOOL,HOPE CHURCH SCHOOL,6707 OLD YORK RD,19126,(215) 927-7770,O,ELEMENTARY/MIDDLE/HIGH,PREK-12,,3,PRIVATE
-75.1373045584615,40.0186546469217,189,226512672,,,HUNTING PARK CHRISTIAN ACADEMY,HUNTING PARK CHRISTIAN ACADEMY,601 W CAYUGA ST,19140,(267) 331-8002,O,ELEMENTARY/MIDDLE,PREK-8,,3,PRIVATE
-75.147287139462,39.9677219358619,190,226511132,,,THE CITY SCHOOL,THE CITY SCHOOL,910 N 6TH ST,19103,(215) 731-1930,O,MIDDLE/HIGH,6-12,,3,PRIVATE
-75.2149975211038,40.0766857349399,191,226514122,,,CREFELD SCHOOL,CREFELD SCHOOL,8836 CREFELD ST,19118,(215) 242-5545,O,MIDDLE/HIGH,7-12,,3,PRIVATE
-75.0287993488158,40.040788165087,192,226512042,,,HOLMESBURG CHRISTIAN ACADEMY,HOLMESBURG CHRISTIAN ACADEMY,7923 FRANKFORD AVE,19136,(215) 335-4323,O,ELEMENTARY/MIDDLE,PREK-8,,3,PRIVATE
-75.1721467375302,40.0325065224159,193,226511702,,,GERMANTOWN FRIENDS SCHOOL,GERMANTOWN FRIENDS SCHOOL,31 W COULTER ST,19144,(215) 951-2300,O,ELEMENTARY/MIDDLE/HIGH,K-12,,3,PRIVATE
-75.1745779688884,40.0332560244769,194,226511952,,,GREENE STREET FRIENDS SCHOOL,GREENE STREET FRIENDS SCHOOL,5511 GREENE ST,19144,(215) 438-7000,O,ELEMENTARY/MIDDLE,PREK-8,,3,PRIVATE
-75.183579153851,40.0339285391087,195,300517255,,,WALDORF SCHOOL OF PHILADELPHIA,WALDORF SCHOOL OF PHILADELPHIA,6000 WAYNE AVE,19144,(215) 248-1662,O,ELEMENTARY/MIDDLE,PREK-8,,3,PRIVATE
-75.188670494665,40.0659708367749,196,300518770,,,BIG BACKYARD,BIG BACKYARD,226 E GOWEN AVE,19119,(215) 248-0919,O,PRE-SCHOOL,PREK,,3,PRIVATE
-75.1859343048529,40.0533501717855,197,226510019,,,JESUS IS THE WAY CHRISTIAN ACADEMY,JESUS IS THE WAY CHRISTIAN ACADEMY,6753 GERMANTOWN AVE,19119,(267) 970-9779,O,UNGRADED,PREK-8,,3,PRIVATE
-75.1906058813772,40.0398570566494,198,300512880,,,COOPERATIVE NURSERY SCHOOL,COOPERATIVE NURSERY SCHOOL,6509 LINCOLN DR,19119,(215) 844-5770,O,PRE-SCHOOL,PREK,,3,PRIVATE
-75.1506334659442,39.9473811969057,199,326510174,,,"CHESTERBROOK ACADEMY
",CHESTERBROOK ACADEMY,510 WALNUT ST,19106,(215) 592-8257,O,PRE-SCHOOL,PRE-SCHOOL,,3,PRIVATE
-75.1594675493004,40.0396086353938,200,326510169,,,CLARKE SCHOOLS FOR HEARING AND SPEECH,"CLARKE PENNSYLVANIA, INC.",625 WISTER STREET,19144,(267) 385-3436,O,PRE-SCHOOL,PREK-K,,3,PRIVATE
-75.165131052724,39.9887166549026,201,226510085,,,COMPUTER KIDZ CHRISTIAN ACADEMY,COMPUTER KIDZ,2243-57 N. 20TH ST,19132,(215) 235-1230,O,PRE-SCHOOL,PRE-SCHOOL,,3,PRIVATE
-75.1463860952479,40.0325280464684,202,226510080,,,CRISTO REY PHILADELPHIA HIGH SCHOOL,CRISTO REY PHILADELPHIA HIGH SCHOOL,5218 N BROAD ST,19141,(215) 219-3943,O,HIGH SCHOOL,9-12,,3,ARCHDIOCESE
-75.1892807530595,40.058862814146,203,226510088,,,EDUCATION NATION CHRISTIAN ACADEMY,EDUCATION NATION CHRISTIAN ACADEMY,13 E MOUNT PLEASANT AVE,19119,(267) 408-1209,O,,,,3,PRIVATE
-75.167263557635,40.0555783537839,204,300513890,,,GREEN TREE SCHOOL,GREEN TREE,1196 E WASHINGTON LN,19138,(215) 866-0200,O,SPECIAL CENTER,UNGRADED,,3,PRIVATE
-75.230077727142,39.9913122148641,205,226510083,,,"IN THE BEGINNING, INC.",IN THE BEGINNING,5200 WYNNEFIELD AVENUE,19131,(215) 878-4034,O,KINDERGARTEN,PREK-K,,3,PRIVATE
-75.1153821818659,40.0273028798283,206,226510081,,,OLNEY CHRISTIAN SCHOOL,OLNEY CHRISTIAN SCHOOL,425 E. ROOSEVELT BLVD,19120,(215) 324-1186,O,ELEMENTARY SCHOOL,K-8,,3,PRIVATE
-75.1676118092506,39.9225741023207,207,226511502,,,OUR LADY OF HOPE REGIONAL CATHOLIC SCHOOL,OUR LADY OF HOPE,1248 JACKSON STREET,19148,(215) 467-5385,O,ELEMENTARY/MIDDLE,PREK-8,,3,ARCHDIOCESE
-75.1685427956168,39.9511907914405,208,226510086,,,PHILADELPHIA CLASSICAL SCHOOL,PHILADELPHIA CLASSICAL SCHOOL,1636 SANSOM ST,19103,(412) 915-5510,O,ELEMENTARY/MIDDLE,K-8,,3,PRIVATE
-75.2186633253196,39.948255319139,209,226510071,,,PHILADELPHIA FREE SCHOOL,PHILADELPHIA FREE SCHOOL,801 S 48TH ST,19143,(215) 218-9586,O,ELEMENTARY/MIDDLE/HIGH,PREK-12,,3,PRIVATE
-75.0754487557753,40.0216596317177,210,226500000,,,SCHOOL OF FAITH IN GOD,FAITH IN GOD,1680-82 BRIDGE STREET,19124,(215) 833-7613,O,ELEMENTARY/MIDDLE/HIGH,K-12,,3,PRIVATE
-75.1836971886492,40.0067457031446,211,226510067,,,SMART CENTER ACADEMY,SMART CENTER ACADEMY,3301-33 W. WESTMORELAND ST,19129,(610) 742-2804,O,PRE-SCHOOL,PRE-SCHOOL,,3,PRIVATE
-75.1610477587507,39.9275783985809,212,226519042,,,ST ANTHONY OF PADUA REGIONAL CATHOLIC SCHOOL,ST ANTHONY OF PADUA REGIONAL CATHOLIC SCHOOL,913 PIERCE ST,19148,(215) 468-0353,O,ELEMENTARY/MIDDLE,PREK-8,,3,ARCHDIOCESE
-75.0612946982408,40.0567111972572,213,226510054,,,GAN CHABAD,GAN CHABAD,7620 CASTOR AVE,19152,(215)695-0399,O,KINDERGARTEN,PREK-K,,3,PRIVATE
-75.1619491496587,39.9401978697975,214,126515001,7904,2620,ACADEMY AT PALUMBO,ACADEMY AT PALUMBO,1100 CATHARINE ST,19147,(215) 400-8130,,HIGH SCHOOL,9-12,1057,1,DISTRICT
-75.1302790687679,39.9724860332449,215,126515001,7256,5200,"ADAIRE, ALEXANDER SCHOOL",ALEXANDER ADAIRE SCHOOL,1300 E PALMER ST,19125,(215) 400-7480,,ELEMENTARY/MIDDLE,K-8,447,1,DISTRICT
-75.183604961272,39.997182351098,216,126515001,5292,4440,"ALLEN, DR. ETHEL SCHOOL",DR. ETHEL ALLEN SCHOOL,3200 W LEHIGH AVE,19132,(215) 400-7040,,ELEMENTARY/MIDDLE,K-8,467,1,DISTRICT
-75.0619167225252,40.029845387429,217,126515001,3758,8200,"ALLEN, ETHAN SCHOOL",ETHAN ALLEN SCHOOL ,6329 BATTERSBY ST,19149,(215) 400-3270,,ELEMENTARY/MIDDLE,K-8,982,1,DISTRICT
-75.0972866361681,39.9853663057512,218,126515001,6823,5430,AMY 5 AT JAMES MARTIN,ALTERNATIVE MIDDLE YEARS AT JAMES MARTIN ,3380 RICHMOND ST,19134,(215) 400-7190,,MIDDLE SCHOOL,6-8,425,1,DISTRICT
